training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/actor/mse,training/actor/std,training/grad/max,training/grad/min,training/grad/norm,training/rep/critic_loss,training/rep/q_max,training/rep/q_mean,training/rep/q_min,training/rep/v_max,training/rep/v_mean,training/rep/v_min,training/rep/value_loss,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/actor/actor_loss,validation/actor/adv,validation/actor/bc_log_prob,validation/actor/mse,validation/actor/std,validation/rep/critic_loss,validation/rep/q_max,validation/rep/q_mean,validation/rep/q_min,validation/rep/v_max,validation/rep/v_mean,validation/rep/v_min,validation/rep/value_loss,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,step
210.14658,7.1865616,-7.560174,0.052166525,1.0,3.3197606,-2.6447754,99.245895,1.0533843,0.934849,-26.735287,-74.53039,1.9122553,-26.3084,-74.38135,0.11456643,0.51678854,-26.533226,-115.448166,0.35540426,213.05945,6.134592,-7.6788063,0.08182454,1.0,1.26994,1.4407704,-27.651249,-70.30065,2.5559437,-27.190823,-69.73471,0.19151595,0.6044288,-26.963997,-100.34378,0.3515268,510000
194.38298,6.620532,-7.551819,0.050077736,1.0,2.5200934,-2.750924,94.58099,1.0346417,0.25914347,-27.394974,-73.90605,1.3396914,-27.008244,-73.60963,0.106675826,0.63216245,-26.577972,-104.43111,0.3718211,218.7438,6.951499,-7.6739397,0.080607876,1.0,1.3484721,1.3218129,-27.806225,-72.28393,2.6224048,-27.4021,-72.5717,0.18173471,0.4366015,-26.86347,-111.62856,0.5050138,540000
198.11569,6.33312,-7.5524626,0.050238594,1.0,2.6167815,-1.9325217,94.33248,1.2605052,0.0,-28.834217,-75.32718,1.4210944,-28.396793,-75.06592,0.14836277,0.7967477,-28.908865,-116.87019,0.4168421,197.71014,6.357596,-7.687296,0.08394697,1.0,1.5401409,0.7448214,-26.917225,-73.42754,3.1407778,-26.51596,-72.4842,0.21176787,0.53524387,-26.327747,-95.88249,1.0226007,570000
188.57452,6.298604,-7.5505905,0.049770698,1.0,4.0161443,-3.9209068,104.24306,1.0310357,0.33984542,-27.24266,-76.22642,1.3514423,-26.840496,-75.98895,0.15309256,0.9953898,-27.360981,-120.5329,0.25656036,215.71634,6.5643663,-7.6685257,0.0792544,1.0,1.472083,1.3399544,-27.301285,-74.64287,3.389029,-26.898884,-74.38313,0.2304107,0.8670514,-26.733437,-110.08635,0.6969856,600000
201.74155,6.8891873,-7.559013,0.051876195,1.0,4.4038258,-2.6898935,96.39143,0.904613,0.5422846,-27.455872,-76.4619,1.9734821,-27.034004,-76.22742,0.13641067,0.8769391,-27.2773,-117.909454,0.48393267,207.9934,6.067884,-7.653342,0.07545839,1.0,1.4907299,1.4224107,-28.040104,-73.85852,2.4830742,-27.627354,-73.48029,0.21680641,0.48522037,-27.724339,-107.84827,0.47473007,630000
209.57748,6.5288506,-7.558511,0.051750585,1.0,2.4254775,-3.1990874,107.33713,1.024859,0.0,-28.256323,-72.70655,1.8851502,-27.848675,-72.48151,0.12582412,0.6764714,-28.349716,-115.31735,0.24457821,216.82767,7.1698003,-7.696682,0.086293526,1.0,1.5331584,1.0711434,-27.85565,-74.97763,2.1756847,-27.410954,-74.71703,0.2357141,0.9036665,-27.335922,-105.3781,0.5029322,660000
204.6566,6.9259377,-7.5456305,0.04853058,1.0,2.829355,-3.4359481,106.36399,1.1659504,0.32405663,-28.06297,-72.89606,1.9914628,-27.639862,-72.613914,0.14208697,0.42036504,-28.562717,-113.80226,0.28796124,200.88046,6.487015,-7.677699,0.08154787,1.0,1.7186463,0.9321431,-28.048391,-73.6034,3.1649642,-27.598373,-73.44501,0.21803933,0.60008025,-27.641373,-103.27691,0.43629563,690000
189.92505,6.7348995,-7.5570965,0.05139719,1.0,2.6744092,-3.0774503,87.64133,0.9839412,0.66392446,-27.950872,-74.23359,1.6508722,-27.575825,-73.862686,0.13246045,0.33923903,-28.200405,-109.91208,0.3175798,220.94229,7.3653665,-7.695821,0.08607825,1.0,1.7785866,1.6886153,-28.07352,-75.53319,3.7712963,-27.613201,-75.29773,0.25811744,0.48145127,-27.41409,-102.5223,0.6336982,720000
201.31522,6.9639835,-7.5504074,0.049724787,1.0,2.602017,-4.631736,86.90292,1.0289233,0.9873506,-27.972036,-73.54324,1.9299412,-27.539618,-73.81078,0.14299223,0.7216481,-28.286077,-114.89027,0.25221944,214.69113,7.3463807,-7.6623964,0.077722155,1.0,1.6197951,1.6231902,-28.709349,-71.663345,2.7956219,-28.324097,-71.36224,0.18086542,0.50403243,-28.519968,-101.81124,0.32688987,750000
174.63951,5.938699,-7.5436106,0.0480256,1.0,2.869854,-2.6821065,99.863525,1.0946674,1.340687,-28.28241,-73.599495,2.8671122,-27.845892,-73.32591,0.11210223,0.77895355,-28.190752,-108.97555,0.4340228,193.90738,6.112092,-7.66862,0.07927799,1.0,1.386128,2.2590108,-29.297056,-76.01153,3.0149007,-28.877775,-75.76822,0.19340515,0.48108885,-28.640137,-105.53929,0.47690058,780000
181.34808,5.894387,-7.5525975,0.050272383,1.0,5.34259,-2.8781977,104.02554,1.088371,0.8991072,-29.841053,-74.20582,1.4613438,-29.384182,-73.93433,0.1520494,0.3237742,-30.135021,-112.778534,0.3622282,194.24522,6.5039268,-7.665622,0.07852851,1.0,1.4426298,2.668831,-29.45552,-75.91868,3.500295,-29.05314,-76.08798,0.19635871,0.46125817,-29.272896,-103.433136,0.37505943,810000
198.75223,7.106136,-7.5564895,0.051245287,1.0,4.0434456,-4.6704817,110.6276,1.1641638,0.38433182,-28.697151,-74.69046,1.2147603,-28.354717,-74.43645,0.11627278,0.51168084,-28.914621,-110.78236,0.41381025,211.29097,7.256386,-7.665251,0.0784356,1.0,1.7698247,1.452527,-28.676117,-77.85932,2.794107,-28.328897,-77.64827,0.26496083,0.41850445,-28.590462,-104.051765,0.48305315,840000
186.84712,6.7201023,-7.546155,0.048661776,1.0,2.3539364,-3.2262096,92.77283,1.0779133,1.369165,-28.54585,-76.36436,2.3993144,-28.129383,-76.13944,0.12440035,0.39398503,-29.05486,-107.65787,0.2529351,193.90579,6.8045125,-7.676228,0.08118003,1.0,2.3706913,2.4519768,-29.144272,-76.5966,3.4916813,-28.746475,-76.35713,0.30836466,0.419727,-29.46317,-102.040695,0.3990256,870000
208.42874,7.163297,-7.5447273,0.048304718,1.0,5.0995646,-6.582792,125.70914,1.3178086,0.030411959,-27.504787,-74.56337,1.9003953,-27.108719,-74.323456,0.11644098,0.51080114,-28.257826,-106.610016,0.4377785,169.85495,5.5784845,-7.6874056,0.08397436,1.0,1.4559542,2.0420625,-30.145557,-75.84415,3.6622753,-29.7448,-75.70599,0.21375519,0.6252001,-30.287384,-103.11813,0.63984704,900000
186.97955,6.339916,-7.5460286,0.04863011,1.0,4.8103127,-2.2851577,107.72141,1.0564553,0.49719036,-28.972992,-75.13014,2.6175852,-28.583513,-74.81772,0.13851336,0.6791582,-29.300907,-107.33522,0.45683616,225.52422,8.09387,-7.673912,0.0806009,1.0,1.5474759,2.3452075,-27.811329,-75.56522,2.871504,-27.392515,-75.33696,0.24988386,0.6678775,-27.885532,-99.70776,0.767303,930000
200.8755,7.201341,-7.5534496,0.050485257,1.0,2.2906523,-2.7105334,92.08788,0.9950744,0.18083763,-28.366072,-76.09224,1.751123,-27.931452,-75.86166,0.13430867,0.6558879,-29.570637,-109.81892,0.27427906,203.69406,7.2179766,-7.6683936,0.07922134,1.0,1.6908267,1.3196435,-28.34121,-75.14511,3.200016,-27.918774,-74.79017,0.25586957,0.8927555,-29.117563,-103.14937,1.5904236,960000
204.18353,7.079885,-7.5490246,0.049379118,1.0,6.036355,-2.9145718,89.65963,1.0474352,0.99706817,-29.240788,-76.12397,1.4574618,-28.869633,-75.67499,0.12674713,0.80452025,-29.930828,-104.10011,0.25746804,208.05899,7.504876,-7.67879,0.08182049,1.0,1.9882455,2.3487487,-27.855354,-75.75139,3.7698157,-27.441324,-75.48372,0.311588,0.55094326,-28.395048,-101.510956,0.5350176,990000
