training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/dynamics/dynamics_loss,training/grad/max,training/grad/min,training/grad/norm,training/value/d_neg_loss,training/value/d_neg_max,training/value/d_neg_mean,training/value/d_neg_min,training/value/d_pos_loss,training/value/d_pos_max,training/value/d_pos_mean,training/value/d_pos_min,training/value/lam,training/value/lam_loss,training/value/total_loss,training/value/value_loss,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/bc_loss,validation/actor/mse,validation/actor/q_abs_mean,validation/actor/q_loss,validation/actor/q_mean,validation/actor/std,validation/dynamics/dynamics_loss,validation/value/d_neg_loss,validation/value/d_neg_max,validation/value/d_neg_mean,validation/value/d_neg_min,validation/value/d_pos_loss,validation/value/d_pos_max,validation/value/d_pos_mean,validation/value/d_pos_min,validation/value/lam,validation/value/lam_loss,validation/value/total_loss,validation/value/value_loss,step
1.0275421,-9.180752,0.027542256,0.4573109,17.583628,0.9999999,-17.583628,1.0,0.9634883,325.61588,-197.52475,1552.4606,136.258,1471.678,622.58624,3.2346206,0.034582876,2.3576622,0.65584636,0.0,458.64233,7.070946,159.19012,152.11917,1.0278238,-9.274649,0.027823944,0.48078498,20.94783,0.9999999,-20.94783,1.0,1.159184,151.44562,1512.2034,581.18616,1.8050163,2.6133046,27.50297,0.8868561,0.0,458.63443,-1175.6198,174.37732,1349.9971,630000
1.0276815,-9.227182,0.027681548,0.46891868,17.729801,0.9999999,-17.729801,1.0,0.89253294,312.11447,-307.28372,2623.9785,202.79425,1377.4407,463.67343,1.5261074,0.06336761,4.170135,0.6490146,0.0,457.66275,-6.117858,225.67738,231.79524,1.0276695,-9.223214,0.027669642,0.46792656,19.401722,0.99999994,-19.401722,1.0,0.97006047,201.27625,1359.3112,447.8585,7.964028,1.149428,23.066696,0.76796126,0.0,457.67038,-503.17566,224.15973,727.3354,660000
1.0272844,-9.094843,0.027284525,0.43583345,16.486,0.9999999,-16.486,1.0,0.8470597,490.42328,-721.16296,3272.8103,132.5871,1531.9587,675.3106,9.024219,0.043892026,3.4976985,0.6610186,0.004032027,410.58673,2.5078535,153.11644,150.60858,1.0278627,-9.28756,0.027862683,0.48401314,22.961098,0.99999994,-22.961098,1.0,1.352988,135.51816,1548.0531,653.09106,2.772824,11.266363,67.52461,1.0384215,0.005550213,410.5748,-4605.156,156.04688,4761.2026,690000
1.027819,-9.273063,0.02781919,0.4803887,17.070955,0.9999999,-17.070955,1.0,0.9404086,404.36108,-458.41406,3526.2095,133.25705,1589.0284,667.12415,2.3303568,0.054257303,4.324361,0.6588963,0.0,395.80182,-1.6850482,153.04715,154.7322,1.0278668,-9.288968,0.027866904,0.484365,23.70311,0.99999994,-23.70311,1.0,1.8266273,134.6479,1583.9794,659.38495,1.2486225,9.674907,90.22188,1.0303321,0.0,395.77124,-3809.2612,154.43652,3963.6978,720000
1.0273551,-9.118383,0.02735515,0.4417188,18.757412,0.9999999,-18.757412,1.0,0.89189446,273.09637,-317.81842,3484.002,124.42904,1463.6542,651.4053,5.4241257,0.050625574,6.240819,0.6554143,0.011627119,443.1111,-0.2771984,146.5846,146.86179,1.0277301,-9.243393,0.027730178,0.47297108,21.42137,0.9999999,-21.42137,1.0,1.2567627,139.54271,1528.8105,610.95056,10.89594,2.9638312,25.281378,0.9816697,0.0,443.10522,-1291.1338,161.698,1452.8318,750000
1.0277171,-9.239096,0.027717285,0.4718968,17.456615,0.9999999,-17.456615,1.0,0.9680269,481.0602,-423.37128,2414.5898,124.64931,1513.8372,674.95544,2.4488814,0.03283856,3.90816,0.65097696,0.0,426.88605,7.325979,145.9936,138.66763,1.0276446,-9.214905,0.027644716,0.4658494,21.422485,0.99999994,-21.422485,1.0,1.2005107,135.19536,1543.9565,649.3201,4.9618144,4.7320375,39.705635,0.9397844,0.0,426.86368,-1998.5917,156.5387,2155.1304,780000
1.0274129,-9.137656,0.02741297,0.44653708,16.976326,0.9999999,-16.976326,1.0,0.9854078,253.15436,-340.57608,1417.4653,130.1575,1596.4574,646.28723,7.230962,0.028950566,2.460599,0.64005315,0.0,405.73575,8.540508,150.44429,141.90378,1.0277323,-9.244098,0.02773229,0.47314718,22.767612,0.99999994,-22.767612,1.0,1.405675,137.03325,1581.9054,623.0161,6.2433515,2.8825843,26.542667,0.9596514,0.0006618491,405.72858,-1149.2604,157.3197,1306.5801,810000
1.0272177,-9.072617,0.027217852,0.43027726,17.165684,0.99999994,-17.165684,1.0,1.0079644,731.6451,-783.16187,4277.856,114.11047,1652.3384,740.5947,1.8924334,0.04053036,2.7324986,0.6828611,0.0010223382,380.46997,3.6029134,133.13399,129.53107,1.0274966,-9.165552,0.027496658,0.453511,24.900162,0.99999994,-24.900162,1.0,1.6247253,129.19217,1702.2756,684.58093,0.0,9.435612,43.778492,1.214644,0.0,380.46722,-3570.9175,148.21558,3719.133,840000
1.0274514,-9.150519,0.027451558,0.4497528,16.815552,0.9999999,-16.815552,1.0,0.90792805,163.27797,-148.92621,1176.4512,119.980095,1640.6334,727.8224,4.2476444,0.022868272,2.7644563,0.6013546,0.0,385.6482,10.463303,139.26251,128.79921,1.0275218,-9.173984,0.02752195,0.4556188,23.24369,0.9999999,-23.24369,1.0,1.5257835,132.18228,1597.7098,677.42554,1.5627934,16.13539,88.906166,1.148422,0.0,385.6274,-6202.9673,151.46338,6354.4307,870000
1.0277991,-9.266406,0.027799219,0.47872448,18.021442,0.9999999,-18.021442,1.0,0.8860502,236.81259,-285.0257,1293.4694,122.81651,1734.0725,742.1353,4.683867,0.029963989,2.220558,0.67102283,0.0,357.13376,7.155536,140.6732,133.51767,1.0277281,-9.2427435,0.02772823,0.47280884,25.39306,0.9999999,-25.39306,1.0,1.5081673,124.13411,1650.9012,704.7256,4.489265,14.50612,72.176476,1.1954328,0.0,357.11877,-5162.552,141.99023,5304.542,900000
1.0279796,-9.326587,0.027979761,0.49376968,17.961994,0.9999999,-17.961994,1.0,1.0224295,703.4672,-645.83813,4900.975,112.13165,1719.2698,757.92163,6.232587,0.042353455,5.075805,0.647467,0.0,384.57794,2.940693,131.36055,128.41986,1.0277181,-9.239411,0.027718233,0.47197568,22.58757,0.9999999,-22.58757,1.0,1.3433919,111.55847,1679.9443,727.31555,15.495207,4.525673,37.88397,0.9606848,0.0,384.55908,-1721.1606,130.7865,1851.9471,930000
1.0278018,-9.267271,0.027801812,0.47894055,16.990929,0.9999999,-16.990929,1.0,1.0031028,218.84149,-187.96736,2141.9036,117.54904,1699.7893,771.1465,4.739994,0.024908723,2.6282272,0.64981276,0.0,335.92032,8.42867,134.34506,125.91639,1.0279775,-9.325834,0.027977504,0.49358165,22.8288,0.99999994,-22.8288,1.0,1.4791536,121.679504,1687.0596,723.9449,3.4751825,28.208502,159.7518,1.1102002,0.0,335.89825,-9458.392,138.47461,9596.866,960000
1.0278364,-9.278844,0.027836531,0.48183393,18.816841,0.9999999,-18.816841,1.0,1.0165248,281.2118,-277.01654,2211.1367,163.34631,1457.3396,557.62976,3.9097939,0.075639665,3.659893,0.6770061,0.0,369.91132,-9.484402,181.84187,191.32628,1.0278397,-9.279893,0.02783968,0.48209625,22.33392,0.99999994,-22.33392,1.0,1.138666,167.8959,1506.3411,533.74286,6.512314,3.3591108,27.501772,0.9851276,0.0,369.92755,-1224.1312,186.39233,1410.5236,990000
