training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/dynamics/dynamics_loss,training/grad/max,training/grad/min,training/grad/norm,training/value/d_neg_loss,training/value/d_neg_max,training/value/d_neg_mean,training/value/d_neg_min,training/value/d_pos_loss,training/value/d_pos_max,training/value/d_pos_mean,training/value/d_pos_min,training/value/lam,training/value/lam_loss,training/value/total_loss,training/value/value_loss,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/bc_loss,validation/actor/mse,validation/actor/q_abs_mean,validation/actor/q_loss,validation/actor/q_mean,validation/actor/std,validation/dynamics/dynamics_loss,validation/value/d_neg_loss,validation/value/d_neg_max,validation/value/d_neg_mean,validation/value/d_neg_min,validation/value/d_pos_loss,validation/value/d_pos_max,validation/value/d_pos_mean,validation/value/d_pos_min,validation/value/lam,validation/value/lam_loss,validation/value/total_loss,validation/value/value_loss,step
1.0234536,-7.8178596,0.023453578,0.11658786,81.62324,1.0,-81.62324,1.0,0.5689688,181.3103,-131.6798,633.9442,417.47382,1256.1084,95.363785,0.0,0.047243133,2.209343,0.82645696,0.0030605793,230.08667,0.6343185,428.97815,428.34384,1.0239515,-7.9838376,0.023951512,0.1580824,87.472595,1.0,-87.472595,1.0,0.6106372,416.08112,1228.3945,93.70159,0.0,2.0430043,44.27113,0.92781377,0.001294136,230.07713,-458.5447,427.58493,886.12964,330000
1.0236266,-7.8755207,0.023626562,0.1310031,84.02757,1.0,-84.02757,1.0,0.55137527,75.113884,-39.365723,373.2719,413.48956,1312.4202,100.672844,0.0,0.05193355,2.3589249,0.8403625,0.0033733845,228.03284,-0.44091257,424.8912,425.33212,1.0240031,-8.00103,0.02400309,0.1623804,83.36977,1.0,-83.36977,1.0,0.78392744,415.15906,1195.4185,96.53457,0.0,0.25748032,10.561388,0.8922378,0.005760193,228.0473,-47.31533,426.5614,473.87674,360000
1.023416,-7.8053327,0.023415998,0.11345613,83.58638,1.0,-83.58638,1.0,0.5215426,436.5556,-276.7432,1416.5187,414.39798,1325.5862,102.79333,0.0,0.060449157,3.2598772,0.847938,0.0038414001,229.86154,-2.401859,425.89105,428.2929,1.0239528,-7.9842806,0.023952842,0.1581932,87.026115,1.0,-87.026115,1.0,0.59339225,417.14166,1225.9375,90.32568,0.0,0.20062748,6.1520777,0.89904106,0.0042905807,229.86734,-34.624336,428.63504,463.25937,390000
1.0234029,-7.8009653,0.023402896,0.11236423,85.27478,1.0,-85.27478,1.0,0.53403515,136.89433,-98.999054,421.50555,412.24982,1336.4536,102.304855,0.0,0.04967761,2.2626228,0.8322026,0.0032196045,226.40926,0.07299216,423.57028,423.49728,1.0239719,-7.990656,0.023971967,0.15978692,88.13822,1.0,-88.13822,1.0,0.69455665,415.7718,1255.6044,93.73111,0.0,0.79429245,22.089905,0.96046305,0.0042648315,226.39522,-168.50424,427.09158,595.5958,420000
1.0234231,-7.8076754,0.023423025,0.114041775,81.090836,1.0,-81.090836,1.0,0.5250428,267.4564,-204.60715,616.3679,412.71484,1472.3982,104.984634,0.0,0.046828967,2.0733194,0.8416836,0.004535675,227.62589,0.72180945,424.09613,423.37433,1.023931,-7.977029,0.023931086,0.15638024,88.2903,1.0,-88.2903,1.0,0.6681546,419.6599,1265.709,88.3735,0.0,0.29890537,9.89138,0.91470206,0.0036811829,227.61948,-56.655712,431.0409,487.6966,450000
1.0234601,-7.820046,0.023460139,0.11713448,86.233795,1.0,-86.233795,1.0,0.5110457,144.16429,-253.61806,718.19305,412.62512,1359.825,103.15988,0.0,0.053032164,2.1561594,0.86111474,0.003706932,227.48569,-0.6897736,423.9994,424.68918,1.0239503,-7.9834394,0.02395032,0.15798284,85.27259,1.0,-85.27259,1.0,0.66327995,410.71115,1400.3411,103.02283,0.0,1.1776786,30.348228,0.92133176,0.00262478,227.48451,-256.52942,422.08533,678.61475,480000
1.0233749,-7.7916307,0.023374893,0.11003065,84.99478,1.0,-84.99478,1.0,0.6211727,199.34428,-193.5899,488.47516,406.68085,1466.0262,112.4379,0.0,0.042614162,2.0665169,0.828339,0.0038166046,224.36418,1.6571177,417.89905,416.24194,1.0239588,-7.9862847,0.023958854,0.15869407,88.32327,0.99999994,-88.32327,1.0,0.7855476,407.97403,1280.4423,106.58426,0.0,1.0104296,18.290714,1.0034338,0.0036621094,224.35616,-215.4783,419.19186,634.67017,510000
1.0235444,-7.8481746,0.023544524,0.1241666,80.89614,0.99999994,-80.89614,1.0,0.5411234,145.0557,-192.43153,540.5755,417.31375,1405.2268,94.14218,0.0,0.05025994,2.511876,0.83753544,0.0034656525,234.6132,-0.06098526,429.04443,429.1054,1.0239955,-7.998498,0.023995493,0.1617474,78.95422,1.0,-78.95422,1.0,0.8092743,415.675,1206.8364,95.05039,0.0,0.19664124,5.783226,0.89097846,0.0051898956,234.60089,-34.402164,427.40503,461.8072,540000
1.0234556,-7.8185554,0.023455666,0.11676182,86.22398,1.0,-86.22398,1.0,0.54512954,272.5917,-434.53555,1206.2532,414.65808,1325.3507,100.95671,0.0,0.067225695,6.1068854,0.83701503,0.003527522,224.09665,-3.8602202,425.8629,429.72314,1.0238992,-7.966393,0.023899179,0.15372121,93.177185,1.0,-93.177185,1.0,0.73917115,408.60898,1257.5786,102.541145,0.0,0.33733404,10.866341,0.9572445,0.0029335022,224.1113,-64.3948,419.81454,484.20935,570000
1.023505,-7.834971,0.023504913,0.120865606,88.57834,1.0,-88.57834,1.0,0.67540807,66.67745,-69.76789,358.55493,406.57785,1543.2948,112.14241,0.0,0.045702625,2.0994263,0.8455188,0.004119396,230.98314,0.9926213,418.127,417.1344,1.0240412,-8.013731,0.024041194,0.1655559,85.57696,1.0,-85.57696,1.0,0.7634088,408.5696,1248.0889,102.28862,0.0,0.50946486,10.878094,0.9794656,0.0034999847,230.97742,-106.12601,420.1185,526.2445,600000
