training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/dynamics/dynamics_loss,training/grad/max,training/grad/min,training/grad/norm,training/value/d_neg_loss,training/value/d_neg_max,training/value/d_neg_mean,training/value/d_neg_min,training/value/d_pos_loss,training/value/d_pos_max,training/value/d_pos_mean,training/value/d_pos_min,training/value/lam,training/value/lam_loss,training/value/total_loss,training/value/value_loss,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/bc_loss,validation/actor/mse,validation/actor/q_abs_mean,validation/actor/q_loss,validation/actor/q_mean,validation/actor/std,validation/dynamics/dynamics_loss,validation/value/d_neg_loss,validation/value/d_neg_max,validation/value/d_neg_mean,validation/value/d_neg_min,validation/value/d_pos_loss,validation/value/d_pos_max,validation/value/d_pos_mean,validation/value/d_pos_min,validation/value/lam,validation/value/lam_loss,validation/value/total_loss,validation/value/value_loss,step
1.0228072,-7.6024323,0.022807296,0.06273096,107.30849,1.0,-107.30849,1.0,0.53412545,129.34096,-125.708046,899.91223,281.72357,1552.706,309.74042,1.0417843,0.053565715,2.195015,0.92659146,0.011199951,448.04288,-1.5975927,304.1257,305.7233,1.0231401,-7.713359,0.023140078,0.0904628,101.76955,0.99999994,-101.76955,1.0,0.763929,272.4471,1529.3253,332.61462,3.0445375,0.41159183,10.350632,0.9721736,0.0064401627,448.05292,-162.01227,294.84976,456.86203,630000
1.0228524,-7.6174793,0.022852436,0.06649271,104.62923,1.0,-104.62923,1.0,0.6224363,97.70064,-104.24069,1068.3433,275.1332,1584.0275,328.53482,1.2517624,0.05748413,3.1002731,0.9235661,0.0071926117,450.1816,-3.3692179,297.64227,301.0115,1.0232643,-7.7547483,0.023264242,0.10080993,113.845345,1.0,-113.845345,1.0,0.7229623,275.7463,1578.8265,316.7956,0.1900065,0.31725878,9.024636,0.98176956,0.0067300797,450.20523,-120.3213,298.2566,418.57788,660000
1.0228635,-7.6211824,0.022863548,0.0674185,100.56407,1.0,-100.56407,1.0,0.5307965,64.07307,-87.957085,609.4949,272.7969,1565.3213,333.92996,2.0906868,0.044694394,2.0149384,0.8715006,0.004878521,459.6501,2.4387226,295.77942,293.3407,1.023077,-7.692349,0.023077048,0.085210174,105.77849,1.0,-105.77849,1.0,0.591744,277.3365,1515.1812,307.29364,1.6201782,0.123418815,5.592107,0.9500495,0.0040664673,459.63736,-33.74603,300.31836,334.0644,690000
1.0228617,-7.6205688,0.022861708,0.06726515,104.8148,1.0,-104.8148,1.0,0.5053819,85.98697,-122.2082,702.51166,278.51453,1591.0427,321.57855,3.9138975,0.040498175,1.8575745,0.90235245,0.0049808025,451.06,4.2858934,301.06754,296.78165,1.0232143,-7.7380533,0.023214161,0.09663626,110.25434,1.0000001,-110.25434,1.0,0.81139505,274.7213,1555.4377,335.22415,0.6197357,0.30285794,8.290581,0.99049723,0.008365631,451.0213,-114.04431,297.2724,411.3167,720000
1.0228733,-7.624409,0.022873227,0.0682252,102.03369,1.0,-102.03369,1.0,0.5164434,146.59167,-143.06151,958.904,267.0025,1643.8127,346.75787,1.5859685,0.054238103,2.729478,0.9033458,0.005990982,454.6721,-1.926947,289.7361,291.66306,1.0231391,-7.713041,0.023139123,0.090383105,109.03962,1.0,-109.03962,1.0,0.6879281,272.69934,1568.6085,322.42352,2.5985827,1.0445108,27.281803,1.0163734,0.006362915,454.7007,-452.20477,295.4344,747.63916,750000
1.0229155,-7.6385093,0.022915527,0.07175033,100.38007,1.0,-100.38007,1.0,0.50708634,48.160984,-69.857285,604.5254,270.3233,1643.5609,352.96124,1.2275276,0.051604334,2.3588943,0.90019083,0.00491333,450.1389,-0.7221729,292.83026,293.55243,1.0232121,-7.737359,0.023212079,0.0964628,104.54961,1.0,-104.54961,1.0,0.6686127,280.37024,1585.7024,311.79523,1.0032291,0.33520997,10.710724,1.0071658,0.011734009,450.146,-128.38612,302.87756,431.26367,780000
1.0228964,-7.6321507,0.022896454,0.07016066,103.06467,1.0,-103.06467,1.0,0.76641756,108.701324,-135.37865,899.9819,276.27942,1629.6304,325.56836,0.566597,0.050911464,2.65125,0.8950791,0.0,458.85318,-0.41822773,299.2221,299.64032,1.0232567,-7.7522306,0.023256693,0.10018063,106.18159,1.0,-106.18159,1.0,0.7095916,279.54712,1660.3042,317.298,1.0142517,0.5012417,15.077576,0.9955704,0.0,458.9418,-207.09367,302.4942,509.5879,810000
1.0228711,-7.6237135,0.02287114,0.068051346,111.750854,0.99999994,-111.750854,1.0,0.659273,71.36052,-122.03899,621.681,276.23502,1722.5125,323.5897,1.1442976,0.051906228,2.025299,0.91962546,0.0066375732,455.23352,-0.8677786,298.9967,299.86447,1.0231649,-7.72157,0.023164712,0.092515476,107.65079,1.0000001,-107.65079,1.0,0.7117263,277.75995,1704.5942,318.18292,0.0,0.40870124,11.335182,0.9762032,0.0,455.22852,-163.29103,300.52136,463.8124,840000
1.0229417,-7.647242,0.022941727,0.07393349,107.1532,1.0,-107.1532,1.0,0.66619253,89.94739,-72.46695,645.20953,276.45557,1689.8083,324.4206,0.7546916,0.04407993,2.020608,0.8968173,0.0,451.96814,2.6756835,299.054,296.3783,1.0231708,-7.723595,0.023170784,0.093021706,104.68565,1.0,-104.68565,1.0,0.8328501,271.24033,1693.4524,338.47617,1.7173815,0.5159481,13.594818,1.0425596,0.0,451.96747,-210.59338,293.83868,504.43207,870000
1.0228648,-7.6216106,0.022864832,0.067525625,104.516365,1.0,-104.516365,1.0,0.57500875,166.10611,-137.76643,872.3989,274.0079,1712.8889,333.28357,2.755102,0.0496615,2.0207367,0.9090664,0.0,451.0897,0.15269487,296.5624,296.4097,1.023223,-7.740999,0.023222998,0.097372696,108.673615,1.0,-108.673615,1.0,0.69062245,273.05002,1719.2632,335.1982,0.9419651,0.16820672,6.473068,0.9775771,0.007133484,451.07465,-53.320057,295.60373,348.9238,900000
1.0228196,-7.6065655,0.022819696,0.063764304,106.19426,1.0,-106.19426,1.0,0.51827097,83.8586,-100.67562,688.0079,277.80664,1772.6508,323.62292,1.3320112,0.05025365,2.3514109,0.9092162,0.00812912,458.24313,-0.11623225,300.71878,300.83502,1.0232323,-7.744127,0.023232382,0.09815467,105.73131,1.0,-105.73131,1.0,0.78617275,279.55637,1724.9834,311.21484,2.3211975,1.6261916,26.171608,1.076444,0.008975983,458.23837,-722.2715,302.46826,1024.7397,930000
1.0228226,-7.6075335,0.0228226,0.064006284,107.85535,1.0,-107.85535,1.0,0.5530405,162.79602,-177.39864,1271.4332,275.47913,1688.1775,321.93848,2.1286132,0.05481606,2.9577026,0.9160713,0.008675337,451.61658,-2.175012,298.05994,300.23495,1.0232267,-7.742261,0.023226783,0.097688146,113.23309,1.0,-113.23309,1.0,0.7920261,273.2761,1725.3057,325.82837,3.4563484,0.7534478,18.666382,1.0110997,0.0,451.5963,-317.6744,295.85593,613.53033,960000
1.0228435,-7.614499,0.022843495,0.06574768,108.093925,1.0,-108.093925,1.0,0.68518853,85.27119,-119.084755,828.97314,277.44144,1729.0325,327.03644,3.6809225,0.051733885,2.409729,0.9081613,0.0,465.12662,-0.8064757,300.69775,301.50424,1.0232457,-7.748563,0.023245689,0.09926373,100.180084,1.0,-100.180084,1.0,0.8195808,273.0148,1692.7826,337.6989,1.1126999,0.34256965,8.812649,0.96805143,0.003991127,465.16214,-136.09232,296.27292,432.36523,990000
