training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/dynamics/dynamics_loss,training/grad/max,training/grad/min,training/grad/norm,training/value/d_neg_loss,training/value/d_neg_max,training/value/d_neg_mean,training/value/d_neg_min,training/value/d_pos_loss,training/value/d_pos_max,training/value/d_pos_mean,training/value/d_pos_min,training/value/lam,training/value/lam_loss,training/value/total_loss,training/value/value_loss,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/bc_loss,validation/actor/mse,validation/actor/q_abs_mean,validation/actor/q_loss,validation/actor/q_mean,validation/actor/std,validation/dynamics/dynamics_loss,validation/value/d_neg_loss,validation/value/d_neg_max,validation/value/d_neg_mean,validation/value/d_neg_min,validation/value/d_pos_loss,validation/value/d_pos_max,validation/value/d_pos_mean,validation/value/d_pos_min,validation/value/lam,validation/value/lam_loss,validation/value/total_loss,validation/value/value_loss,step
1.0127323,-12.732338,0.012732338,1.3452075,18.237297,0.9999999,-18.237297,1.0,0.6190214,313.9837,-260.22543,1401.303,153.08551,1199.6388,454.74963,4.7787237,0.05118739,2.667822,0.6299109,0.012161255,710.0865,-0.84314805,188.58983,189.43298,1.0126688,-12.668987,0.012668988,1.3293698,18.306622,0.9999999,-18.306622,1.0,0.6892886,145.67688,1158.2653,464.78235,2.2852013,0.04946333,3.2609453,0.62415147,0.032684326,710.07666,0.38107616,181.18071,180.79964,630000
1.0124162,-12.416363,0.012416363,1.2662134,18.808205,0.9999999,-18.808205,1.0,0.6175114,107.81193,-269.7568,1164.395,158.34068,1113.082,436.4665,1.382698,0.053019978,3.4646378,0.6377163,0.03035736,726.6786,-2.194553,194.67462,196.86917,1.0124253,-12.425412,0.012425413,1.2684761,19.132948,0.9999999,-19.132948,1.0,0.64087296,157.78743,1118.5537,443.4926,3.7578583,0.048754774,2.9586067,0.6505718,0.03765869,726.6741,0.90487397,194.12114,193.21626,660000
1.0126396,-12.639787,0.012639787,1.3220695,17.414993,0.9999999,-17.414993,1.0,0.6390996,184.60062,-198.23837,1086.0619,154.0039,1097.0226,443.9939,1.416724,0.046676382,2.9589345,0.6319238,0.019569397,715.8643,2.3792598,189.79712,187.41786,1.0126632,-12.663316,0.012663318,1.3279521,17.760069,0.9999999,-17.760069,1.0,0.6061853,170.85997,1083.5494,424.54236,1.4923172,0.043054152,3.0335732,0.61483157,0.037719727,715.8609,4.9722614,206.65302,201.68076,690000
1.0125827,-12.58272,0.012582721,1.3078032,19.5197,0.9999999,-19.5197,1.0,0.6171566,216.46698,-185.58308,1148.5747,151.04407,1195.5958,452.8088,1.1591644,0.043562703,2.608261,0.6221678,0.019563675,715.4845,4.605787,186.8183,182.21251,1.0125045,-12.504579,0.012504579,1.2882676,17.720585,0.9999999,-17.720585,1.0,0.6211364,165.71213,1197.0638,428.79294,1.8724566,0.05052861,2.7646513,0.6305789,0.018688202,715.47626,-0.37820613,201.48595,201.86415,720000
1.0126166,-12.616749,0.01261675,1.3163102,19.460752,0.9999999,-19.460752,1.0,0.7657441,219.81358,-356.3483,1501.3704,147.09924,1221.1873,466.26443,0.76426697,0.058633022,3.1025314,0.64370865,0.013328552,706.85583,-6.1023016,182.44205,188.54434,1.0126833,-12.683343,0.012683343,1.3329587,18.75362,0.9999999,-18.75362,1.0,0.57742786,153.52946,1207.0128,455.0662,0.723732,0.041176237,2.7878761,0.5933292,0.038635373,706.8273,6.236877,188.87083,182.63396,750000
1.0117271,-11.727234,0.011727235,1.0939316,18.31107,0.9999999,-18.31107,1.0,0.76495594,363.27866,-169.08223,1272.1705,159.7832,1169.5188,440.5562,1.8614044,0.06404355,3.2153664,0.67495227,0.020233154,715.964,-10.054677,195.5814,205.63608,1.0116448,-11.644903,0.0116449045,1.0733489,19.796066,0.9999999,-19.796066,1.0,0.7265044,159.01605,1153.1803,444.40674,0.17077637,0.0680325,3.3846588,0.68222404,0.024131775,716.11316,-12.913312,194.8217,207.73502,780000
1.0126162,-12.616289,0.01261629,1.3161952,18.097115,0.9999999,-18.097115,1.0,0.5811557,2095.9639,-4212.056,13842.04,158.9041,1196.6212,445.5663,2.479557,0.13062067,10.3336525,0.63881755,0.0326674,714.5894,-57.610683,194.63356,252.24425,1.0129409,-12.940933,0.012940934,1.3973565,18.135902,0.99999994,-18.135902,1.0,0.5717913,163.21202,1226.2385,435.10724,1.8839073,0.039694883,2.626236,0.62275124,0.030330658,715.15594,7.369766,198.96982,191.60005,810000
1.0127277,-12.727886,0.012727886,1.3440945,17.81215,0.9999999,-17.81215,1.0,0.5158548,261.45078,-275.2536,1252.7662,153.44467,1192.2197,452.87152,0.33206153,0.04623725,3.0449233,0.632279,0.03791046,710.70026,2.6741886,188.97969,186.3055,1.0125563,-12.5564785,0.01255648,1.3012428,18.81771,0.9999999,-18.81771,1.0,0.5551318,147.84576,1141.7843,459.3037,0.97234344,0.057814263,3.6321135,0.6464466,0.02619934,710.6725,-5.553381,183.3794,188.93277,840000
1.0126238,-12.623919,0.012623918,1.3181026,18.143513,0.9999999,-18.143513,1.0,0.49619573,262.9611,-186.8697,1265.014,149.59744,1233.1912,457.95816,1.8439898,0.05241257,2.5313034,0.66544807,0.026637077,700.1962,-1.6892716,184.60725,186.29652,1.0126292,-12.629197,0.012629198,1.3194221,19.912678,0.99999994,-19.912678,1.0,0.5768551,150.32935,1222.1475,462.663,5.4392805,0.06296569,3.1382709,0.65861857,0.02935791,700.2046,-9.078636,185.33957,194.41821,870000
1.0126736,-12.673777,0.012673777,1.3305671,17.93752,0.9999999,-17.93752,1.0,0.47254002,284.26263,-259.79666,1617.4534,156.9979,1178.4622,447.21808,5.355484,0.05105084,3.1850164,0.6539147,0.03166926,701.07385,-0.73671716,192.05159,192.7883,1.0125682,-12.5684,0.012568402,1.3042233,18.478088,0.9999999,-18.478088,1.0,0.6907785,159.13159,1200.036,447.10828,2.9999352,0.056257598,3.5420685,0.6419426,0.0126571655,701.06885,-4.3870068,194.18503,198.57204,900000
1.0126057,-12.605818,0.012605818,1.3135774,17.799614,0.9999999,-17.799614,1.0,0.5968079,66.06691,-128.76776,766.36255,156.26488,1205.8767,449.12634,2.024887,0.056648623,2.8305283,0.6590769,0.03842163,703.2388,-4.675569,191.42682,196.10239,1.0125856,-12.585703,0.012585702,1.3085486,19.440525,0.9999999,-19.440525,1.0,0.4599534,158.28076,1205.9504,440.02182,1.7694921,0.05020498,3.3279247,0.63195467,0.040346146,703.2622,-0.14415495,193.44388,193.58803,930000
1.0125419,-12.542056,0.012542057,1.2976371,17.83955,0.9999999,-17.83955,1.0,0.4487165,121.882,-178.6848,1115.1344,156.06511,1240.9951,450.3932,2.1597977,0.06242247,2.7744732,0.6636796,0.019495964,699.0973,-8.684514,191.01997,199.70448,1.0125936,-12.593708,0.012593709,1.3105499,18.88663,0.99999994,-18.88663,1.0,0.44792953,156.73659,1238.4404,452.86047,0.8714142,0.06192989,2.9131393,0.6609498,0.04159546,699.1019,-8.340208,191.69168,200.03189,960000
1.0125052,-12.50527,0.01250527,1.2884402,18.983252,0.9999999,-18.983252,1.0,0.43257234,159.37682,-149.20915,954.0808,146.01828,1193.2782,466.9386,5.1129065,0.04319011,3.371892,0.63132524,0.014953613,701.2042,4.7751236,181.07849,176.30338,1.0126283,-12.628414,0.012628415,1.3192264,17.789104,0.99999994,-17.789104,1.0,0.4258201,146.05528,1162.7903,464.22217,4.881016,0.04399515,2.5650158,0.6199031,0.021606445,701.1571,4.2103443,181.11314,176.9028,990000
