training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/critic/action_invariance_loss,training/critic/backup_loss,training/critic/backup_optim_loss,training/critic/biggest_diff_in_dist,training/critic/binary_accuracy,training/critic/categorical_accuracy,training/critic/critic_loss,training/critic/dist,training/critic/logits,training/critic/logits_neg,training/critic/logits_pos,training/critic/phi_mag,training/critic/psi_s_mag,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/bc_loss,validation/actor/mse,validation/actor/q_abs_mean,validation/actor/q_loss,validation/actor/q_mean,validation/actor/std,validation/critic/action_invariance_loss,validation/critic/backup_loss,validation/critic/backup_optim_loss,validation/critic/biggest_diff_in_dist,validation/critic/binary_accuracy,validation/critic/categorical_accuracy,validation/critic/critic_loss,validation/critic/dist,validation/critic/logits,validation/critic/logits_neg,validation/critic/logits_pos,validation/critic/phi_mag,validation/critic/psi_s_mag,step
1.7562253,-7.562353,0.7562353,0.052711207,0.10108925,0.9999901,-0.10108925,1.0,2.2881452e-06,0.88774097,0.003491938,0.13776903,0.99609375,0.11328125,0.88774323,0.111245565,-0.111245565,-0.1112728,-0.10430043,0.16757254,0.14012676,0.011771423,-0.013389264,0.20173773,1.7592715,-7.5928144,0.75928146,0.060326587,0.10057775,0.99999005,-0.10057775,1.0,2.3874877e-06,0.89372504,0.00335598,0.13380446,0.99609375,0.0390625,0.8937274,0.111075595,-0.111075595,-0.11109896,-0.10511641,0.16688988,0.13910384,330000
1.7557058,-7.5571566,0.7557157,0.051412135,0.10100421,0.9999901,-0.10100421,1.0,2.111425e-06,0.8949671,0.0031368732,0.14001888,0.99609375,0.0703125,0.89496917,0.10901585,-0.10901585,-0.109032236,-0.10483487,0.15590522,0.12297951,0.029049007,-0.015561715,0.23123616,1.7611736,-7.6118355,0.7611835,0.06508177,0.100893795,0.9999901,-0.100893795,1.0,1.8835384e-06,0.88957906,0.0034573078,0.13474114,0.99609375,0.0546875,0.88958097,0.10948409,-0.10948409,-0.109503075,-0.104641184,0.15711954,0.124693096,360000
1.7540667,-7.5407667,0.75407666,0.04731469,0.09932103,0.99999,-0.09932103,1.0,2.5499867e-06,0.8961607,0.0026424527,0.14076233,0.99609375,0.078125,0.8961633,0.10971005,-0.10971005,-0.10973783,-0.102623686,0.15046224,0.11209145,0.01230253,-0.013781849,0.19384408,1.765322,-7.6533213,0.7653321,0.07545324,0.09839027,0.9999898,-0.09839027,1.0,2.7237436e-06,0.88998955,0.0038089156,0.14337604,0.99609375,0.06640625,0.8899923,0.11001319,-0.11001319,-0.11003983,-0.10321875,0.15062359,0.11219973,390000
1.7569039,-7.5691404,0.756914,0.054407977,0.09923377,0.9999899,-0.09923377,1.0,2.125305e-06,0.89639306,0.0022922754,0.14062907,0.99609375,0.0859375,0.8963952,0.11064339,-0.11064339,-0.110668235,-0.104306206,0.14873159,0.10342822,0.024908302,-0.01271497,0.21374723,1.7628489,-7.6285872,0.76285875,0.06926984,0.099748135,0.99999005,-0.099748135,1.0,2.3589528e-06,0.88780755,0.0033875704,0.13804145,0.99609375,0.046875,0.88780993,0.111251354,-0.111251354,-0.11127763,-0.10454865,0.1488083,0.10436115,420000
1.7552115,-7.552209,0.7552209,0.05017509,0.106710225,0.9999906,-0.106710225,1.0,2.8058794e-06,0.8840326,0.003311038,0.14233081,0.99609375,0.0390625,0.8840354,0.116110936,-0.116110936,-0.11613015,-0.11120911,0.15397304,0.104363695,0.016946867,-0.011010802,0.20555869,1.7674849,-7.6749434,0.7674944,0.08085884,0.10382013,0.99999046,-0.10382013,1.0,2.8021643e-06,0.8910585,0.003025651,0.14743955,0.99609375,0.03515625,0.8910613,0.11536473,-0.11536473,-0.11538819,-0.109381065,0.15166791,0.10069724,450000
1.7569519,-7.5696135,0.7569614,0.054526374,0.10492018,0.9999905,-0.10492018,1.0,2.816657e-06,0.8855649,0.0050446987,0.14132732,0.99609375,0.0859375,0.8855677,0.1153814,-0.1153814,-0.11540599,-0.10910642,0.14775887,0.099773064,0.015886042,-0.020310368,0.25799248,1.7658604,-7.658699,0.76586986,0.07679774,0.10597481,0.9999906,-0.10597481,1.0,2.958353e-06,0.883403,0.004279375,0.14181659,0.99609375,0.04296875,0.883406,0.11530694,-0.115306936,-0.115332894,-0.108687684,0.14804754,0.09927956,480000
1.7538266,-7.5383615,0.75383615,0.046713367,0.10512997,0.99999046,-0.10512997,1.0,2.2084216e-06,0.8875624,0.0027443767,0.13897255,0.99609375,0.0625,0.8875646,0.113827966,-0.11382796,-0.11385024,-0.10814342,0.14436963,0.09697276,0.025104573,-0.012080979,0.20176497,1.764375,-7.6438465,0.7643846,0.07308461,0.10284796,0.9999903,-0.10284796,1.0,2.1967192e-06,0.8966677,0.0027155876,0.14161703,0.99609375,0.0625,0.8966699,0.11403042,-0.11403042,-0.11405039,-0.108936355,0.14428794,0.09633058,510000
1.753409,-7.5341835,0.7534183,0.045668796,0.10764262,0.9999907,-0.10764262,1.0,2.6396363e-06,0.8858035,0.0037894845,0.14600258,0.99609375,0.05859375,0.88580614,0.1182642,-0.1182642,-0.1182897,-0.111759916,0.14448164,0.098157145,0.013161602,-0.031409215,0.20876281,1.764199,-7.642085,0.76420856,0.07264431,0.1054284,0.9999905,-0.1054284,1.0,2.8098207e-06,0.8853177,0.003472209,0.14682974,0.99609375,0.046875,0.8853205,0.11759331,-0.1175933,-0.11761797,-0.11130283,0.1449997,0.09946257,540000
1.753586,-7.5359516,0.7535952,0.0461109,0.10951418,0.99999094,-0.10951418,1.0,2.2641161e-06,0.88690555,0.0035130978,0.1499977,0.99609375,0.08984375,0.8869078,0.12037018,-0.12037018,-0.12040631,-0.11115542,0.14565668,0.09990371,0.025542235,-0.012354207,0.20628563,1.7676063,-7.676154,0.76761544,0.08116147,0.10916798,0.9999908,-0.10916798,1.0,2.5229315e-06,0.8874726,0.0031623244,0.15447092,0.99609375,0.06640625,0.88747513,0.120302215,-0.12030221,-0.12033023,-0.113156006,0.14597937,0.100332215,570000
1.7549236,-7.5493274,0.75493276,0.049454782,0.108424984,0.99999076,-0.108424984,1.0,2.644752e-06,0.8765998,0.0035885572,0.15250565,0.99609375,0.06640625,0.8766024,0.120007776,-0.12000778,-0.12003596,-0.11281662,0.14334854,0.09858957,0.014986886,-0.0135855,0.21092914,1.7678258,-7.678347,0.7678347,0.08170972,0.11134441,0.99999106,-0.11134441,1.0,2.5816319e-06,0.8827206,0.0032215118,0.15230033,0.99609375,0.046875,0.88272315,0.120221965,-0.120221965,-0.120244265,-0.1145337,0.14421132,0.09977853,600000
1.7561404,-7.5614986,0.7561499,0.05249753,0.10463039,0.99999046,-0.10463039,1.0,2.199131e-06,0.88403684,0.003260076,0.14606744,0.99609375,0.08203125,0.88403904,0.117097236,-0.117097236,-0.1171298,-0.10879074,0.13779435,0.093760446,0.024159906,-0.030648652,0.283199,1.7647796,-7.647889,0.76478887,0.07409522,0.10696395,0.99999064,-0.10696395,1.0,2.4295873e-06,0.8871742,0.0029897094,0.15022841,0.99609375,0.0390625,0.88717663,0.117380306,-0.117380306,-0.11740846,-0.110200435,0.13903713,0.09570329,630000
1.7537326,-7.5374165,0.7537416,0.046477,0.11004543,0.99999094,-0.11004543,1.0,3.0556382e-06,0.886899,0.0031984448,0.15280543,0.99609375,0.078125,0.88690203,0.12208573,-0.12208573,-0.1221123,-0.11530894,0.14293301,0.09944497,0.019345436,-0.018020598,0.23091644,1.7699414,-7.699502,0.7699502,0.08699849,0.11347143,0.99999124,-0.11347143,1.0,2.813225e-06,0.878959,0.003995955,0.16401957,0.99609375,0.0546875,0.8789618,0.121944055,-0.121944055,-0.12196422,-0.11679792,0.14134783,0.09772077,660000
1.7565941,-7.5660295,0.75660294,0.05363024,0.11251912,0.9999911,-0.11251912,1.0,3.1698723e-06,0.887095,0.0033786297,0.15316193,0.99609375,0.0546875,0.88709813,0.12154543,-0.121545434,-0.12156902,-0.11552629,0.14045897,0.09713544,0.03583077,-0.022246428,0.286868,1.7638774,-7.6388655,0.7638866,0.0718393,0.10960794,0.9999909,-0.10960794,1.0,3.6114798e-06,0.8883014,0.0031533241,0.14853495,0.99609375,0.06640625,0.888305,0.12060416,-0.12060416,-0.120632954,-0.113257974,0.1401349,0.09757706,690000
1.7527704,-7.5277963,0.7527796,0.044072054,0.108076364,0.99999076,-0.108076364,1.0,2.7126343e-06,0.87909746,0.0040160418,0.15453787,0.99609375,0.05859375,0.8791002,0.11988364,-0.11988364,-0.119906716,-0.113998875,0.13795026,0.09552262,0.01856343,-0.0120033985,0.19047083,1.7637489,-7.637579,0.76375794,0.07151779,0.10884449,0.9999909,-0.10884449,1.0,2.7603432e-06,0.8889608,0.0029292107,0.14960192,0.99609375,0.07421875,0.8889635,0.118672684,-0.11867269,-0.11869968,-0.111789614,0.1374121,0.093676575,720000
1.754185,-7.54194,0.754194,0.04760803,0.11038637,0.999991,-0.11038637,1.0,2.3053844e-06,0.8838091,0.0038206577,0.14661843,0.99609375,0.0625,0.8838114,0.12143968,-0.12143968,-0.1214638,-0.11528736,0.14026392,0.09601533,0.02319489,-0.01044344,0.21195251,1.7650979,-7.651067,0.7651068,0.07488978,0.11084381,0.999991,-0.11084381,1.0,2.6305195e-06,0.88788724,0.0026769638,0.15379404,0.99609375,0.0546875,0.88788986,0.121443786,-0.12144378,-0.12147799,-0.112718016,0.13851483,0.09405435,750000
1.754988,-7.5499706,0.754997,0.049615525,0.11069847,0.999991,-0.11069847,1.0,2.660829e-06,0.8766936,0.0031280518,0.15154546,0.99609375,0.05859375,0.8766963,0.12054936,-0.12054935,-0.12057405,-0.11425024,0.13784769,0.091914445,0.0106539065,-0.048869118,0.23942451,1.7688928,-7.6890173,0.7689017,0.08437726,0.1115751,0.999991,-0.1115751,1.0,3.074124e-06,0.870512,0.004599929,0.15643227,0.99609375,0.0390625,0.8705151,0.12086578,-0.12086578,-0.12089044,-0.11457576,0.13873586,0.09270938,780000
1.754108,-7.541165,0.75411654,0.047414206,0.11474378,0.99999136,-0.11474378,1.0,2.7425679e-06,0.87703323,0.0037513971,0.16187687,0.99609375,0.08984375,0.877036,0.12357278,-0.123572774,-0.123606235,-0.115036696,0.14380506,0.09276982,0.010903499,-0.020787539,0.20134126,1.763947,-7.639558,0.7639557,0.07201238,0.11441876,0.99999136,-0.11441876,1.0,2.8319141e-06,0.887896,0.0029457211,0.15868756,0.99609375,0.046875,0.88789886,0.12374906,-0.12374906,-0.12377613,-0.116845906,0.14295262,0.092182204,810000
1.7555232,-7.5553174,0.7555317,0.05095224,0.11619927,0.9999914,-0.11619927,1.0,2.4855199e-06,0.8748737,0.0041159987,0.15050158,0.99609375,0.05859375,0.8748762,0.12437716,-0.124377154,-0.12440552,-0.11714235,0.14146787,0.093085155,0.015235978,-0.011148197,0.226923,1.7674385,-7.6744733,0.76744735,0.08074121,0.11374058,0.9999912,-0.11374058,1.0,2.590918e-06,0.8750167,0.003362298,0.16091394,0.99609375,0.05078125,0.87501925,0.12351839,-0.12351839,-0.12354453,-0.11685148,0.14020656,0.09168107,840000
1.7552669,-7.5527573,0.7552757,0.050312188,0.11274336,0.9999911,-0.11274336,1.0,3.2190865e-06,0.88367045,0.0033718348,0.16325156,0.99609375,0.07421875,0.88367367,0.12092795,-0.120927945,-0.120957494,-0.11339255,0.13387491,0.09060393,0.022588303,-0.01636652,0.23595709,1.7663605,-7.6636925,0.76636934,0.07804619,0.113087475,0.9999912,-0.113087475,1.0,3.0518977e-06,0.88661903,0.0024160147,0.15886873,0.99609375,0.04296875,0.8866221,0.12120681,-0.12120681,-0.12123541,-0.11391426,0.13384534,0.091438994,870000
1.7545226,-7.545315,0.7545315,0.04845178,0.11214017,0.9999911,-0.11214017,1.0,2.5200563e-06,0.87856317,0.00417912,0.16256368,0.99609375,0.046875,0.87856567,0.124117345,-0.12411735,-0.12414132,-0.11800319,0.13297234,0.09486176,0.015254062,-0.014149397,0.20449018,1.7632248,-7.6323347,0.7632334,0.07020663,0.114893176,0.99999136,-0.114893176,1.0,2.4961548e-06,0.88527274,0.002725482,0.15772226,0.99609375,0.05078125,0.88527524,0.124807045,-0.12480703,-0.12483992,-0.116419904,0.13504516,0.09698625,900000
1.7547302,-7.547389,0.7547389,0.048970226,0.1157852,0.99999136,-0.1157852,1.0,2.6772195e-06,0.88554585,0.0031411052,0.17654529,0.99609375,0.08203125,0.88554853,0.12391774,-0.12391774,-0.12394265,-0.1175672,0.1293545,0.09677628,0.013604802,-0.014415111,0.21106207,1.768537,-7.685457,0.76854575,0.08348726,0.11415072,0.99999124,-0.11415072,1.0,3.0574365e-06,0.88863826,0.0026017427,0.16056062,0.99609375,0.046875,0.8886413,0.12347774,-0.12347774,-0.12350765,-0.11585027,0.12961558,0.09719168,930000
1.7573127,-7.573213,0.75732136,0.055426236,0.114625834,0.9999913,-0.114625834,1.0,2.63606e-06,0.8788979,0.003929913,0.16272043,0.99609375,0.0625,0.8789005,0.12546176,-0.12546176,-0.12549295,-0.11750595,0.12535647,0.097596,0.02862418,-0.026015105,0.26407796,1.766283,-7.6629176,0.76629174,0.077852346,0.11569632,0.99999136,-0.11569632,1.0,3.0943065e-06,0.8703729,0.0039151907,0.16876711,0.99609375,0.0390625,0.870376,0.12584484,-0.12584484,-0.12587006,-0.119414195,0.1265231,0.09934195,960000
1.7535734,-7.53582,0.753582,0.046078037,0.11565639,0.9999914,-0.11565639,1.0,2.5559323e-06,0.8859091,0.003143549,0.15972717,0.99609375,0.09375,0.88591164,0.1253048,-0.12530479,-0.12533548,-0.11747624,0.11852011,0.10077971,0.019941188,-0.03064582,0.23766966,1.7662241,-7.6623287,0.7662328,0.07770501,0.11444694,0.9999913,-0.11444694,1.0,2.5372026e-06,0.87651503,0.0032889247,0.17594372,0.99609375,0.04296875,0.8765176,0.12548622,-0.12548621,-0.12550676,-0.120243795,0.11970866,0.10213233,990000
