training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/critic/action_invariance_loss,training/critic/backup_loss,training/critic/backup_optim_loss,training/critic/biggest_diff_in_dist,training/critic/binary_accuracy,training/critic/categorical_accuracy,training/critic/critic_loss,training/critic/dist,training/critic/logits,training/critic/logits_neg,training/critic/logits_pos,training/critic/phi_mag,training/critic/psi_s_mag,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/bc_loss,validation/actor/mse,validation/actor/q_abs_mean,validation/actor/q_loss,validation/actor/q_mean,validation/actor/std,validation/critic/action_invariance_loss,validation/critic/backup_loss,validation/critic/backup_optim_loss,validation/critic/biggest_diff_in_dist,validation/critic/binary_accuracy,validation/critic/categorical_accuracy,validation/critic/critic_loss,validation/critic/dist,validation/critic/logits,validation/critic/logits_neg,validation/critic/logits_pos,validation/critic/phi_mag,validation/critic/psi_s_mag,step
1.9205267,-9.205413,0.9205413,0.46347612,0.06899622,0.9999855,-0.06899622,1.0,2.2049294e-06,0.9358634,0.0025161505,0.069047146,0.99609375,0.0078125,0.9358656,0.06897553,-0.06897554,-0.06897552,-0.06897554,0.086790524,0.04123318,0.021051459,-0.016306102,0.28116763,1.9281387,-9.281533,0.9281533,0.4825062,0.06877215,0.99998546,-0.06877215,1.0,1.6234973e-06,0.9260793,0.0038729906,0.068822004,0.99609375,0.00390625,0.9260809,0.06875449,-0.06875449,-0.06875449,-0.06875449,0.086774066,0.041200675,360000
1.9231431,-9.231579,0.9231579,0.4700177,0.06813396,0.99998534,-0.06813396,1.0,3.8321582e-07,0.9318746,0.002775848,0.068194926,0.99609375,0.00390625,0.93187493,0.06810609,-0.0681061,-0.06810609,-0.06810609,0.08070456,0.03522144,0.02743241,-0.020725666,0.302308,1.9338857,-9.339003,0.93390036,0.4968738,0.068145886,0.99998534,-0.068145886,1.0,3.4459396e-07,0.93683827,0.0028641224,0.06819926,0.99609375,0.00390625,0.9368386,0.06810871,-0.0681087,-0.0681087,-0.06810871,0.080726855,0.035237364,390000
1.919845,-9.198595,0.91985947,0.46177164,0.068641745,0.9999855,-0.068641745,1.0,4.2875334e-07,0.9337213,0.0026060343,0.068740964,0.99609375,0.00390625,0.9337217,0.068630375,-0.068630375,-0.06863038,-0.068630375,0.07543985,0.029926792,0.025086349,-0.02243234,0.3175501,1.9352919,-9.353065,0.93530643,0.500389,0.06855539,0.99998546,-0.06855539,1.0,3.223506e-07,0.93046796,0.003131628,0.06865071,0.99609375,0.00390625,0.93046826,0.068545476,-0.06854547,-0.06854547,-0.06854547,0.07544892,0.029904898,420000
1.9217696,-9.217844,0.92178434,0.46658385,0.06818955,0.99998534,-0.06818955,1.0,3.812372e-08,0.92948216,0.0033596754,0.06830229,0.99609375,0.00390625,0.9294822,0.06816693,-0.06816691,-0.06816692,-0.06816693,0.07066695,0.024577696,0.017825037,-0.02104669,0.2838872,1.9299456,-9.2996025,0.92996025,0.48702353,0.068219304,0.99998534,-0.068219304,1.0,4.429809e-08,0.9353373,0.0032821894,0.06841118,0.99609375,0.00390625,0.93533736,0.068183765,-0.068183765,-0.06818376,-0.068183765,0.07064834,0.024567295,450000
1.9214227,-9.214373,0.92143726,0.46571606,0.068280555,0.9999854,-0.068280555,1.0,4.2785706e-07,0.9364724,0.0033009052,0.06865928,0.99609375,0.0,0.93647283,0.06819272,-0.06819272,-0.06819271,-0.06819272,0.06705549,0.023518985,0.02921722,-0.022009537,0.32192832,1.9310174,-9.31032,0.931032,0.4897029,0.068305865,0.9999854,-0.068305865,1.0,4.6541084e-07,0.92538595,0.0028464794,0.06868702,0.99609375,0.00390625,0.9253864,0.068219304,-0.06821931,-0.068219304,-0.06821931,0.06705258,0.023511274,480000
1.9248704,-9.248849,0.9248849,0.47433513,0.06864773,0.99998546,-0.06864773,1.0,1.2553474e-07,0.9309742,0.0035005212,0.06886174,0.99609375,0.00390625,0.9309743,0.068619445,-0.068619445,-0.068619445,-0.068619445,0.06483221,0.023373839,0.02779882,-0.02341585,0.32375985,1.9281157,-9.281303,0.92813027,0.48244864,0.0686453,0.99998546,-0.0686453,1.0,1.360792e-07,0.93279165,0.0035949945,0.06889413,0.99609375,0.00390625,0.93279177,0.06861866,-0.068618655,-0.068618655,-0.06861867,0.06482358,0.023371585,510000
1.9179134,-9.179279,0.91792786,0.4569427,0.068807125,0.9999855,-0.068807125,1.0,8.1065946e-07,0.93100154,0.003508091,0.069131844,0.99609375,0.00390625,0.9310024,0.06876534,-0.06876534,-0.068765335,-0.068765335,0.062056363,0.023496464,0.02465743,-0.014885646,0.30605587,1.93879,-9.388044,0.9388045,0.5091342,0.0686515,0.99998546,-0.0686515,1.0,6.085302e-07,0.93231016,0.0034070015,0.06899356,0.99609375,0.0,0.93231076,0.06859979,-0.06859979,-0.06859978,-0.06859979,0.06194738,0.023478344,540000
1.9242709,-9.242854,0.9242855,0.47283667,0.068685524,0.99998546,-0.068685524,1.0,1.3589062e-07,0.93799794,0.0024374723,0.06920093,0.99609375,0.0,0.93799806,0.06865147,-0.06865147,-0.06865146,-0.06865147,0.060431726,0.023547348,0.021266455,-0.035646886,0.35633206,1.9296787,-9.29693,0.92969316,0.48635575,0.0685329,0.99998546,-0.0685329,1.0,7.164002e-08,0.9273748,0.004286945,0.0690949,0.99609375,0.00390625,0.92737484,0.06850171,-0.0685017,-0.0685017,-0.0685017,0.060322143,0.023553114,570000
1.9344265,-9.344412,0.9344412,0.49822602,0.06816404,0.9999854,-0.06816404,1.0,7.3726363e-07,0.925824,0.003460586,0.0688097,0.99609375,0.00390625,0.9258247,0.0681165,-0.06811651,-0.0681165,-0.06811651,0.058636032,0.023723532,0.041497994,-0.017944183,0.3606371,1.9332306,-9.332454,0.9332453,0.49523622,0.068311065,0.99998534,-0.068311065,1.0,9.50527e-07,0.93513566,0.0032954216,0.06875963,0.99609375,0.00390625,0.9351366,0.06825712,-0.06825712,-0.06825712,-0.06825712,0.058679268,0.023730654,600000
1.9192896,-9.193042,0.91930425,0.46038356,0.06830132,0.9999854,-0.06830132,1.0,8.2447457e-07,0.93583405,0.0037195086,0.06881388,0.99609375,0.00390625,0.9358349,0.06823789,-0.06823789,-0.068237886,-0.068237886,0.057686057,0.023694642,0.030957526,-0.030443557,0.33865684,1.9373924,-9.374069,0.93740696,0.50564027,0.06835057,0.9999854,-0.06835057,1.0,8.368206e-07,0.9373283,0.0025900006,0.06873396,0.99609375,0.00390625,0.9373291,0.06829289,-0.06829289,-0.06829289,-0.06829289,0.057749666,0.023695532,630000
1.9194219,-9.194365,0.91943645,0.460714,0.06859066,0.99998546,-0.06859066,1.0,2.887855e-07,0.9299963,0.003481686,0.06941166,0.99609375,0.00390625,0.9299966,0.068459615,-0.068459615,-0.068459615,-0.068459615,0.0580343,0.024037162,0.03533508,-0.02382138,0.3375101,1.9315155,-9.3153,0.93153,0.49094787,0.0685626,0.99998546,-0.0685626,1.0,2.792326e-07,0.9371092,0.0027428865,0.06963441,0.99609375,0.00390625,0.9371095,0.068427324,-0.068427324,-0.06842732,-0.068427324,0.058001354,0.024038283,660000
1.9190013,-9.190159,0.91901594,0.45966282,0.06843415,0.9999854,-0.06843415,1.0,1.4288405e-07,0.93745285,0.0031256676,0.06953841,0.99609375,0.0,0.937453,0.06840742,-0.06840742,-0.06840742,-0.06840742,0.055943333,0.024086993,0.023802545,-0.023986125,0.31543085,1.9301058,-9.301203,0.9301204,0.4874239,0.068424866,0.9999854,-0.068424866,1.0,1.327497e-07,0.92811406,0.0042818785,0.06927708,0.99609375,0.0078125,0.9281142,0.06838061,-0.06838061,-0.06838062,-0.06838061,0.055922747,0.024083637,690000
1.9302948,-9.303096,0.93030965,0.48789698,0.06682187,0.9999851,-0.06682187,1.0,4.340833e-08,0.91760707,0.0049943924,0.06794849,0.99609375,0.00390625,0.9176071,0.06677444,-0.06677444,-0.066774435,-0.06677444,0.052841246,0.023751736,0.038947903,-0.022420108,0.35932913,1.9278712,-9.278861,0.9278861,0.4818383,0.06688913,0.9999851,-0.06688913,1.0,5.4828263e-08,0.9280708,0.0030638576,0.06782101,0.99609375,0.00390625,0.92807084,0.0668266,-0.0668266,-0.06682658,-0.0668266,0.05286853,0.023750931,720000
1.9196441,-9.196587,0.91965866,0.46126974,0.06919946,0.9999855,-0.06919946,1.0,2.5961643e-07,0.9322117,0.0029950738,0.06976891,0.99609375,0.0,0.93221194,0.06917542,-0.06917542,-0.069175415,-0.06917542,0.05564238,0.024608519,0.024325743,-0.022954658,0.3212716,1.926049,-9.260635,0.9260634,0.47728163,0.069225065,0.9999856,-0.069225065,1.0,2.3335292e-07,0.9292972,0.0035070777,0.07065572,0.99609375,0.0,0.92929745,0.06920403,-0.06920403,-0.069204025,-0.06920403,0.055695314,0.024604954,750000
1.920487,-9.205017,0.92050165,0.4633771,0.06834623,0.9999854,-0.06834623,1.0,1.0352496e-07,0.9305705,0.0028027296,0.069414385,0.99609375,0.00390625,0.9305706,0.068287686,-0.068287686,-0.068287686,-0.068287686,0.05415351,0.024837103,0.028352348,-0.041005094,0.37090063,1.9286189,-9.286335,0.92863345,0.48370653,0.06836835,0.9999854,-0.06836835,1.0,1.2040607e-07,0.9302695,0.0028737783,0.069361016,0.99609375,0.00390625,0.9302696,0.06832884,-0.06832884,-0.068328835,-0.06832884,0.05423847,0.024830122,780000
1.9234473,-9.234616,0.9234617,0.47077715,0.06915807,0.9999856,-0.06915807,1.0,3.2546382e-07,0.93320245,0.0028696656,0.06959454,0.99609375,0.0,0.93320274,0.069137484,-0.06913749,-0.06913748,-0.069137484,0.052363686,0.024699304,0.03147826,-0.028543852,0.36920175,1.9249393,-9.2495365,0.9249537,0.47450727,0.06901269,0.9999856,-0.06901269,1.0,2.1617862e-07,0.93604875,0.0024656057,0.069369294,0.99609375,0.0,0.936049,0.06899672,-0.06899673,-0.06899671,-0.06899673,0.0523024,0.024696734,810000
1.9255397,-9.255543,0.9255543,0.47600865,0.06844634,0.99998546,-0.06844634,1.0,1.3363871e-07,0.92764825,0.0044035316,0.069789186,0.99609375,0.0078125,0.92764837,0.06842358,-0.068423584,-0.06842358,-0.068423584,0.04940875,0.024586631,0.043596644,-0.02793507,0.37559023,1.9302591,-9.302736,0.9302737,0.48780724,0.06842043,0.9999854,-0.06842043,1.0,1.1294161e-07,0.9325644,0.0033085346,0.06909548,0.99609375,0.0,0.9325645,0.06839441,-0.06839441,-0.06839441,-0.0683944,0.049405053,0.024578758,840000
1.9180179,-9.180325,0.9180325,0.45720425,0.0682684,0.9999854,-0.0682684,1.0,3.5047975e-08,0.93394077,0.0030400753,0.068778165,0.99609375,0.00390625,0.9339408,0.06824366,-0.06824366,-0.06824366,-0.06824365,0.047377773,0.024327887,0.023105158,-0.027201941,0.32229003,1.9287703,-9.287849,0.9287849,0.4840852,0.068160236,0.99998534,-0.068160236,1.0,2.8822026e-08,0.93666184,0.0035290718,0.06926013,0.99609375,0.00390625,0.93666184,0.06812814,-0.06812814,-0.06812814,-0.06812814,0.047245383,0.024362829,870000
1.9323815,-9.323958,0.9323958,0.49311262,0.0699948,0.9999857,-0.0699948,1.0,1.6225749e-06,0.92755747,0.003549099,0.07171157,0.99609375,0.00390625,0.9275591,0.06996161,-0.06996161,-0.06996159,-0.06996161,0.046103425,0.024411345,0.022850174,-0.026172418,0.3721237,1.9294717,-9.294861,0.92948604,0.48583812,0.06977975,0.99998564,-0.06977975,1.0,1.174958e-06,0.93372566,0.0035101771,0.070975706,0.99609375,0.00390625,0.93372685,0.069742545,-0.069742545,-0.06974254,-0.069742545,0.046015482,0.024342325,900000
1.9275433,-9.2755785,0.9275578,0.48101753,0.068759024,0.99998546,-0.068759024,1.0,1.365273e-07,0.9238008,0.0043937564,0.069299266,0.99609375,0.00390625,0.92380095,0.06873489,-0.0687349,-0.068734884,-0.0687349,0.044288628,0.024584651,0.030445544,-0.026149647,0.33630365,1.9292581,-9.292725,0.92927253,0.48530436,0.06889491,0.9999855,-0.06889491,1.0,1.9324644e-07,0.93654,0.0028393865,0.069456026,0.99609375,0.00390625,0.9365402,0.06887248,-0.06887248,-0.06887247,-0.06887248,0.04437247,0.024619846,930000
1.9273251,-9.273397,0.92733973,0.4804723,0.06835458,0.9999854,-0.06835458,1.0,2.9105138e-07,0.9326294,0.002590239,0.07022954,0.99609375,0.0,0.9326297,0.06832333,-0.06832333,-0.06832334,-0.06832333,0.041554034,0.024099022,0.028594278,-0.030382333,0.3686962,1.9278452,-9.278598,0.9278598,0.48177236,0.06828626,0.9999854,-0.06828626,1.0,2.6014297e-07,0.9348362,0.0028781295,0.069403805,0.99609375,0.00390625,0.93483645,0.06826379,-0.068263784,-0.06826378,-0.068263784,0.041495457,0.02410157,960000
1.928587,-9.286016,0.9286016,0.48362696,0.068222895,0.9999854,-0.068222895,1.0,1.0506119e-07,0.9383278,0.0028452277,0.0694079,0.99609375,0.00390625,0.9383279,0.06820287,-0.06820287,-0.06820286,-0.06820287,0.040807366,0.024929,0.054158244,-0.024072966,0.41124782,1.9338077,-9.338224,0.9338224,0.49667883,0.06809111,0.99998534,-0.06809111,1.0,8.0131045e-08,0.9319814,0.0029212832,0.06996825,0.99609375,0.00390625,0.93198144,0.06807761,-0.06807761,-0.06807761,-0.06807761,0.040663734,0.024912953,990000
